name,position,age,height,league_rank,average_market_value,highest_market_value,team_fifa_points,total_played_minutes,average_minutes_played,average_assists_per_game,total_assists,assist_per_minute,average_goals_per_game,total_goals,goals_per_minute,total_yellow_cards,team_win_ratio,overall,data_year
Tyler Adams,Midfield,21,175,2,12250000.0,13000000.0,83.0,990,66.0,0.0,0,0.0,0.0,0,0.0,0,0.5555555555555556,76.0,2021
Roland Sallai,Attack,23,183,2,4000000.0,4500000.0,1.0,1293,56.21739130434783,0.0434782608695652,1,0.0007733952049497,0.0869565217391304,2,0.0015467904098994,2,0.3888888888888889,72.0,2021
Valentin Rongier,Midfield,25,172,5,18000000.0,20000000.0,44.0,2063,79.34615384615384,0.1153846153846153,3,0.0014541929229277,0.0,0,0.0,3,0.5714285714285714,80.0,2021
Sander Berge,Midfield,22,195,1,21000000.0,22000000.0,0.0,2982,80.5945945945946,0.0,0,0.0,0.1081081081081081,4,0.0013413816230717,2,0.4,79.0,2021
Bingourou Kamara,Goalkeeper,23,195,5,1350000.0,1500000.0,2.5,45,45.0,0.0,0,0.0,0.0,0,0.0,0,0.4375,73.0,2021
Joelinton,Midfield,23,186,1,25000000.0,30000000.0,0.0,2800,75.67567567567568,0.1081081081081081,4,0.0014285714285714,0.1081081081081081,4,0.0014285714285714,7,0.3513513513513513,75.0,2021
Sebastian Vasiliadis,Midfield,22,177,2,3600000.0,4000000.0,0.0,2932,88.84848484848484,0.0303030303030303,1,0.0003410641200545,0.0303030303030303,1,0.0003410641200545,11,0.1388888888888889,72.0,2021
Jonathan Burkardt,Attack,19,183,2,1900000.0,2000000.0,0.0,265,29.444444444444443,0.0,0,0.0,0.1111111111111111,1,0.0037735849056603,0,0.3142857142857143,65.0,2021
François Kamano,Attack,24,175,5,10000000.0,12000000.0,6.0,647,58.81818181818182,0.0,0,0.0,0.0909090909090909,1,0.0015455950540958,1,0.3214285714285714,75.0,2021
Denis Zakaria,Midfield,23,190,2,36333333.33333333,45000000.0,21.0,2667,86.03225806451613,0.064516129032258,2,0.0007499062617172,0.064516129032258,2,0.0007499062617172,9,0.5476190476190477,83.0,2021
Toma Bašić,Midfield,23,190,5,5266666.666666666,6000000.0,6.0,993,66.2,0.2,3,0.0030211480362537,0.0666666666666666,1,0.0010070493454179,4,0.3214285714285714,73.0,2021
Junior Sambia,Defender,23,185,5,3150000.0,3500000.0,0.0,581,34.1764705882353,0.0588235294117647,1,0.0017211703958691,0.0588235294117647,1,0.0017211703958691,3,0.3928571428571428,68.0,2021
Dani Martín,Goalkeeper,21,187,3,3566666.6666666665,5000000.0,21.0,380,95.0,0.0,0,0.0,0.0,0,0.0,0,0.3142857142857143,63.0,2021
Manu Morlanes,Midfield,21,178,3,1900000.0,2000000.0,78.0,498,49.8,0.0,0,0.0,0.0,0,0.0,0,0.5135135135135135,72.0,2021
Marc Navarro,Defender,24,188,3,1350000.0,1500000.0,0.0,243,40.5,0.0,0,0.0,0.0,0,0.0,1,0.2162162162162162,73.0,2021
Marc Roca,Midfield,23,184,3,18000000.0,20000000.0,10.0,3104,83.89189189189189,0.081081081081081,3,0.0009664948453608,0.054054054054054,2,0.0006443298969072,7,0.3125,77.0,2021
Giuseppe Pezzella,Defender,22,187,4,2700000.0,3000000.0,0.0,888,49.333333333333336,0.0,0,0.0,0.0,0,0.0,2,0.4193548387096774,72.0,2021
Toni Villa,Attack,25,172,3,3600000.0,4000000.0,0.0,1314,62.57142857142857,0.0476190476190476,1,0.0007610350076103,0.0,0,0.0,4,0.2571428571428571,77.0,2021
Andrea Cistana,Defender,23,185,4,6500000.0,8000000.0,0.0,1840,87.61904761904762,0.0,0,0.0,0.0476190476190476,1,0.0005434782608695,7,0.1379310344827586,72.0,2021
Claud Adjapong,Defender,22,180,4,2850000.0,3000000.0,0.0,183,61.0,0.0,0,0.0,0.0,0,0.0,0,0.3448275862068966,69.0,2021
Christian Kouamé,Attack,22,185,4,20500000.0,22000000.0,0.0,989,82.41666666666667,0.25,3,0.0030333670374115,0.4166666666666666,5,0.0050556117290192,1,0.25,75.0,2021
Gedson Fernandes,Midfield,21,184,1,14250000.0,15000000.0,83.0,900,40.90909090909091,0.0,0,0.0,0.0,0,0.0,2,0.3863636363636363,75.0,2021
Esteban Burgos,Defender,28,191,3,812500.0,900000.0,0.0,803,73.0,0.0,0,0.0,0.0909090909090909,1,0.0012453300124533,2,0.3142857142857143,70.0,2021
Unai Núñez,Defender,23,186,3,17000000.0,20000000.0,10.0,1625,77.38095238095238,0.0,0,0.0,0.0,0,0.0,6,0.4358974358974359,78.0,2021
Mikel Merino,Midfield,24,189,3,24666666.666666664,30000000.0,26.0,3075,85.41666666666667,0.0277777777777777,1,0.0003252032520325,0.1388888888888888,5,0.0016260162601626,9,0.5384615384615384,80.0,2021
Álex Berenguer,Attack,24,175,4,5400000.0,6000000.0,2.5,1819,67.37037037037037,0.1481481481481481,4,0.0021990104452996,0.1851851851851851,5,0.0027487630566245,4,0.3333333333333333,76.0,2021
Sebastiaan Bornauw,Defender,21,191,2,9125000.0,12000000.0,4.0,2539,87.55172413793103,0.0,0,0.0,0.2068965517241379,6,0.0023631350925561,5,0.3055555555555556,75.0,2021
Theo Hernández,Defender,22,184,4,28750000.0,40000000.0,38.0,2369,87.74074074074075,0.1481481481481481,4,0.0016884761502743,0.2222222222222222,6,0.0025327142254115,11,0.4375,80.0,2021
Amath Ndiaye,Attack,23,173,3,2700000.0,3000000.0,11.0,51,12.75,0.0,0,0.0,0.0,0,0.0,0,0.4761904761904761,76.0,2021
Simone Edera,Attack,23,174,4,900000.0,1000000.0,2.5,351,35.1,0.1,1,0.0028490028490028,0.1,1,0.0028490028490028,4,0.3333333333333333,66.0,2021
Andrea Favilli,Attack,23,191,4,5000000.0,5500000.0,0.0,672,42.0,0.0,0,0.0,0.0625,1,0.0014880952380952,4,0.25,67.0,2021
Reiss Nelson,Attack,20,175,1,13250000.0,14000000.0,80.0,813,47.8235294117647,0.1176470588235294,2,0.002460024600246,0.0588235294117647,1,0.001230012300123,1,0.4186046511627907,72.0,2021
Stephy Mavididi,Attack,22,182,5,2525000.0,4000000.0,0.0,1392,58.0,0.0416666666666666,1,0.0007183908045977,0.2083333333333333,5,0.0035919540229885,0,0.25,75.0,2021
Jorge Sáenz,Defender,23,188,3,1800000.0,2000000.0,0.0,408,58.285714285714285,0.0,0,0.0,0.0,0,0.0,3,0.25,70.0,2021
Abdelhamid Sabiri,Midfield,23,186,2,1550000.0,2200000.0,0.0,1125,45.0,0.04,1,0.0008888888888888,0.16,4,0.0035555555555555,6,0.1388888888888889,67.0,2021
Mamadou Doucouré,Defender,22,183,2,475000.0,500000.0,21.0,2,1.0,0.0,0,0.0,0.0,0,0.0,0,0.5476190476190477,62.0,2021
Javi Sánchez,Defender,23,189,3,1350000.0,1500000.0,0.0,265,66.25,0.0,0,0.0,0.0,0,0.0,2,0.2571428571428571,70.0,2021
Merih Demiral,Defender,22,190,4,25666666.666666664,30000000.0,107.0,559,79.85714285714286,0.1428571428571428,1,0.0017889087656529,0.1428571428571428,1,0.0017889087656529,1,0.7142857142857143,76.0,2021
Diogo Jota,Attack,23,178,1,31500000.0,35000000.0,16.0,2587,66.33333333333333,0.1538461538461538,6,0.0023192887514495,0.3589743589743589,14,0.0054116737533822,6,0.4791666666666667,80.0,2021
Kyle Walker-Peters,Defender,23,173,1,9333333.333333332,10000000.0,0.0,541,67.625,0.0,0,0.0,0.0,0,0.0,0,0.3714285714285714,75.0,2021
Federico Chiesa,Attack,22,175,4,54000000.0,60000000.0,0.0,2207,81.74074074074075,0.1851851851851851,5,0.002265518803806,0.2592592592592592,7,0.0031717263253285,5,0.3125,78.0,2021
Sergio Lozano,Midfield,21,176,3,125000.0,200000.0,78.0,63,63.0,0.0,0,0.0,0.0,0,0.0,0,0.5135135135135135,62.0,2021
Oliver Burke,Attack,23,188,3,6100000.0,7500000.0,0.0,1032,39.69230769230769,0.0384615384615384,1,0.000968992248062,0.0384615384615384,1,0.000968992248062,2,0.2727272727272727,67.0,2021
Davinson Sánchez,Defender,24,187,1,54000000.0,60000000.0,83.0,2821,85.48484848484848,0.0,0,0.0,0.0,0,0.0,5,0.3863636363636363,81.0,2021
Hamza Choudhury,Midfield,22,178,1,9333333.333333332,10000000.0,23.0,1015,48.333333333333336,0.0476190476190476,1,0.0009852216748768,0.0476190476190476,1,0.0009852216748768,4,0.5428571428571428,74.0,2021
Cengiz Ünder,Attack,22,173,4,29666666.666666664,35000000.0,100.0,1073,51.095238095238095,0.0,0,0.0,0.1428571428571428,3,0.0027958993476234,3,0.4736842105263157,78.0,2021
William,Defender,25,176,2,12000000.0,14000000.0,22.5,1862,84.63636363636364,0.0909090909090909,2,0.0010741138560687,0.1363636363636363,3,0.0016111707841031,3,0.4222222222222222,68.0,2021
Yannik Keitel,Midfield,20,186,2,275000.0,500000.0,1.0,175,58.333333333333336,0.0,0,0.0,0.0,0,0.0,0,0.3888888888888889,61.0,2021
Axel Tuanzebe,Defender,22,185,1,9000000.0,10000000.0,105.0,457,57.125,0.0,0,0.0,0.0,0,0.0,0,0.5217391304347826,73.0,2021
Kévin N'Doram,Midfield,24,184,5,3150000.0,3500000.0,0.0,1646,82.3,0.0,0,0.0,0.0,0,0.0,2,0.2857142857142857,72.0,2021
Irvin Cardona,Attack,22,185,5,4766666.666666666,6000000.0,0.0,1450,69.04761904761905,0.1428571428571428,3,0.0020689655172413,0.2857142857142857,6,0.0041379310344827,3,0.2857142857142857,71.0,2021
Kylian Mbappé,Attack,21,178,5,190000000.0,200000000.0,112.0,2051,73.25,0.4285714285714285,12,0.0058508044856167,0.8571428571428571,24,0.0117016089712335,2,0.8055555555555556,90.0,2021
Babacar Gueye,Attack,25,193,2,537500.0,600000.0,0.0,109,36.333333333333336,0.0,0,0.0,0.0,0,0.0,0,0.1388888888888889,66.0,2021
Guido Rodríguez,Midfield,26,185,3,9333333.333333332,10000000.0,21.0,563,56.3,0.0,0,0.0,0.0,0,0.0,3,0.3142857142857143,76.0,2021
Mattias Svanberg,Midfield,21,185,4,5250000.0,5500000.0,0.0,840,46.66666666666666,0.0555555555555555,1,0.0011904761904761,0.0,0,0.0,2,0.3666666666666666,68.0,2021
Dennis Smarsch,Goalkeeper,21,195,2,375000.0,400000.0,4.0,150,75.0,0.0,0,0.0,0.0,0,0.0,0,0.3513513513513513,62.0,2021
Ben Godfrey,Defender,22,184,1,11166666.666666666,13000000.0,0.0,2256,90.24,0.0,0,0.0,0.0,0,0.0,2,0.2285714285714285,72.0,2021
Kelvin Amian,Defender,22,180,5,6350000.0,7000000.0,0.0,1631,81.55,0.1,2,0.0012262415695892,0.0,0,0.0,3,0.1071428571428571,75.0,2021
Bilal Boutobba,Attack,21,172,5,475000.0,500000.0,0.0,4,4.0,0.0,0,0.0,0.0,0,0.0,0,0.3928571428571428,63.0,2021
Christopher Nkunku,Midfield,22,178,2,25000000.0,35000000.0,83.0,2471,58.833333333333336,0.3809523809523809,16,0.0064751112909753,0.119047619047619,5,0.0020234722784297,3,0.5555555555555556,80.0,2021
Antonin Bobichon,Midfield,24,178,5,3150000.0,3500000.0,0.0,833,64.07692307692308,0.0769230769230769,1,0.0012004801920768,0.1538461538461538,2,0.0024009603841536,0,0.3928571428571428,71.0,2021
Thomas Basila,Defender,21,187,5,1600000.0,2000000.0,0.0,411,58.71428571428572,0.0,0,0.0,0.0,0,0.0,1,0.3928571428571428,64.0,2021
Malang Sarr,Defender,21,183,5,17000000.0,18000000.0,9.0,1452,76.42105263157895,0.0,0,0.0,0.0526315789473684,1,0.0006887052341597,2,0.3928571428571428,75.0,2021
Dan-Axel Zagadou,Defender,21,196,2,31500000.0,35000000.0,78.0,1421,64.5909090909091,0.0454545454545454,1,0.0007037297677691,0.0454545454545454,1,0.0007037297677691,2,0.6086956521739131,79.0,2021
Yassine Benrahou,Midfield,21,172,5,2175000.0,3000000.0,0.0,928,61.86666666666667,0.2666666666666666,4,0.0043103448275862,0.1333333333333333,2,0.0021551724137931,1,0.25,71.0,2021
Michaël Cuisance,Midfield,20,181,2,9666666.666666666,12000000.0,138.0,313,31.3,0.1,1,0.0031948881789137,0.1,1,0.0031948881789137,1,0.8085106382978723,71.0,2021
Boubakary Soumaré,Midfield,21,188,5,22875000.0,27000000.0,30.0,1743,67.03846153846153,0.0,0,0.0,0.0,0,0.0,2,0.4411764705882353,76.0,2021
Tahith Chong,Midfield,20,185,1,6650000.0,7000000.0,105.0,389,38.9,0.2,2,0.0051413881748071,0.0,0,0.0,0,0.5217391304347826,66.0,2021
Jean-Kévin Duverne,Defender,22,186,5,1800000.0,2000000.0,0.0,1177,84.07142857142857,0.0,0,0.0,0.0,0,0.0,0,0.2857142857142857,67.0,2021
Matthieu Udol,Defender,24,178,5,1100000.0,1500000.0,0.0,1102,84.76923076923077,0.0769230769230769,1,0.0009074410163339,0.0,0,0.0,3,0.2857142857142857,69.0,2021
Vlatko Stojanovski,Attack,23,186,5,450000.0,500000.0,0.0,119,19.83333333333333,0.0,0,0.0,0.0,0,0.0,0,0.25,63.0,2021
Sebastian Walukiewicz,Defender,20,188,4,3800000.0,4000000.0,0.0,685,85.625,0.0,0,0.0,0.0,0,0.0,1,0.3870967741935484,68.0,2021
Rubén Vargas,Attack,21,179,2,8500000.0,10000000.0,0.0,2538,76.9090909090909,0.0606060606060606,2,0.0007880220646178,0.1818181818181818,6,0.0023640661938534,8,0.2571428571428571,74.0,2021
Jamal Lewis,Defender,22,178,1,10666666.666666666,12000000.0,0.0,2093,83.72,0.0,0,0.0,0.04,1,0.0004777830864787,2,0.2285714285714285,74.0,2021
Mouctar Diakhaby,Defender,23,192,3,24875000.0,30000000.0,40.0,1704,68.16,0.0,0,0.0,0.0,0,0.0,6,0.3863636363636363,72.0,2021
James Léa Siliki,Midfield,24,183,5,4933333.333333333,6000000.0,33.0,1341,55.875,0.0,0,0.0,0.0,0,0.0,5,0.4571428571428571,73.0,2021
Nassim Boujellab,Midfield,21,182,2,950000.0,1000000.0,0.0,540,41.53846153846154,0.0,0,0.0,0.0,0,0.0,2,0.3157894736842105,65.0,2021
Japhet Tanganga,Defender,21,184,1,5333333.333333333,8000000.0,83.0,886,88.6,0.0,0,0.0,0.0,0,0.0,2,0.3863636363636363,71.0,2021
Mason Mount,Midfield,21,181,1,40166666.666666664,45000000.0,123.0,3072,71.44186046511628,0.1162790697674418,5,0.0016276041666666,0.1395348837209302,6,0.001953125,3,0.5348837209302325,80.0,2021
Marco Olivieri,Attack,21,177,4,200000.0,200000.0,107.0,7,7.0,0.0,0,0.0,0.0,0,0.0,0,0.7142857142857143,60.0,2021
Luca Pellegrini,Defender,21,178,4,12833333.333333332,15000000.0,0.0,1834,79.73913043478261,0.2608695652173913,6,0.0032715376226826,0.0,0,0.0,9,0.3870967741935484,72.0,2021
Sean Longstaff,Midfield,22,187,1,19166666.666666664,22000000.0,0.0,1866,69.11111111111111,0.074074074074074,2,0.0010718113612004,0.037037037037037,1,0.0005359056806002,2,0.3513513513513513,73.0,2021
Ché Adams,Attack,23,179,1,11166666.666666666,12000000.0,0.0,863,31.96296296296296,0.1481481481481481,4,0.0046349942062572,0.0,0,0.0,1,0.3714285714285714,74.0,2021
Florian Miguel,Defender,23,179,5,1866666.6666666665,2000000.0,0.0,2060,85.83333333333333,0.0,0,0.0,0.0416666666666666,1,0.0004854368932038,8,0.25,70.0,2021
Jerdy Schouten,Midfield,23,185,4,3066666.6666666665,4000000.0,0.0,794,52.93333333333333,0.0666666666666666,1,0.0012594458438287,0.0,0,0.0,6,0.3666666666666666,73.0,2021
Nordi Mukiele,Defender,22,187,2,22333333.333333332,25000000.0,83.0,2569,73.4,0.0857142857142857,3,0.0011677695601401,0.0857142857142857,3,0.0011677695601401,4,0.5555555555555556,80.0,2021
Mehdi Léris,Midfield,22,186,4,2400000.0,2500000.0,0.0,381,34.63636363636363,0.0,0,0.0,0.0,0,0.0,0,0.2666666666666666,64.0,2021
Mason Holgate,Defender,23,187,1,12500000.0,17000000.0,3.0,2002,80.08,0.12,3,0.0014985014985014,0.0,0,0.0,4,0.34375,77.0,2021
Niclas Thiede,Goalkeeper,21,186,2,200000.0,200000.0,1.0,68,68.0,0.0,0,0.0,0.0,0,0.0,0,0.3888888888888889,59.0,2021
Giovani Lo Celso,Midfield,24,177,1,45000000.0,50000000.0,83.0,1645,54.833333333333336,0.0333333333333333,1,0.0006079027355623,0.0666666666666666,2,0.0012158054711246,7,0.3863636363636363,82.0,2021
Alexander Isak,Attack,20,192,3,19166666.666666664,25000000.0,26.0,1750,44.87179487179487,0.0769230769230769,3,0.0017142857142857,0.3589743589743589,14,0.008,4,0.5384615384615384,79.0,2021
Pervis Estupiñán,Defender,22,175,3,7100000.0,7500000.0,0.0,2939,86.44117647058823,0.1470588235294117,5,0.0017012589316093,0.0294117647058823,1,0.0003402517863218,7,0.3611111111111111,79.0,2021
Simone Lo Faso,Attack,22,181,4,400000.0,500000.0,0.0,75,75.0,1.0,1,0.0133333333333333,0.0,0,0.0,0,0.2333333333333333,65.0,2021
Juan Hernández,Attack,25,177,3,816666.6666666665,1000000.0,0.0,284,47.333333333333336,0.0,0,0.0,0.3333333333333333,2,0.0070422535211267,0,0.25,67.0,2021
Fabián Ruiz,Midfield,24,189,4,56000000.0,60000000.0,66.0,2916,81.0,0.1111111111111111,4,0.0013717421124828,0.0833333333333333,3,0.0010288065843621,4,0.5,82.0,2021
Sarpreet Singh,Midfield,21,175,2,950000.0,1000000.0,138.0,72,36.0,0.0,0,0.0,0.0,0,0.0,0,0.8085106382978723,68.0,2021
Joan Sastre,Defender,23,174,3,1800000.0,2000000.0,0.0,1470,73.5,0.1,2,0.001360544217687,0.0,0,0.0,5,0.2777777777777778,72.0,2021
Robin Le Normand,Defender,23,187,3,10666666.666666666,15000000.0,26.0,2479,77.46875,0.0,0,0.0,0.0625,2,0.0008067769261799,6,0.5384615384615384,75.0,2021
Ismaël Bennacer,Midfield,22,175,4,18375000.0,22000000.0,38.0,2190,84.23076923076923,0.0384615384615384,1,0.0004566210045662,0.0,0,0.0,12,0.4375,75.0,2021
Matheus Fernandes,Midfield,22,183,3,3350000.0,3500000.0,0.0,75,75.0,0.0,0,0.0,0.0,0,0.0,0,0.2571428571428571,68.0,2021
Lucas Perrin,Defender,21,188,5,1900000.0,2000000.0,44.0,360,90.0,0.0,0,0.0,0.0,0,0.0,2,0.5714285714285714,67.0,2021
Marcus Coco,Attack,24,184,5,2700000.0,3000000.0,0.0,15,15.0,0.0,0,0.0,0.0,0,0.0,0,0.3928571428571428,75.0,2021
Benjamin Pavard,Defender,24,186,2,32666666.666666664,35000000.0,138.0,3880,86.22222222222223,0.1555555555555555,7,0.0018041237113402,0.0888888888888888,4,0.0010309278350515,6,0.8085106382978723,81.0,2021
Romain Del Castillo,Attack,24,172,5,5266666.666666666,6000000.0,33.0,1426,52.81481481481482,0.1851851851851851,5,0.0035063113604488,0.074074074074074,2,0.0014025245441795,2,0.4571428571428571,73.0,2021
Samuel Moutoussamy,Midfield,23,176,5,3600000.0,4000000.0,0.0,514,30.235294117647054,0.0,0,0.0,0.0,0,0.0,0,0.3928571428571428,70.0,2021
Mert Müldür,Defender,21,184,4,4833333.333333333,5000000.0,0.0,790,49.375,0.125,2,0.0025316455696202,0.0,0,0.0,2,0.3333333333333333,71.0,2021
Lucas Tousart,Midfield,23,184,5,18000000.0,20000000.0,75.0,2366,76.3225806451613,0.096774193548387,3,0.0012679628064243,0.096774193548387,3,0.0012679628064243,5,0.4,76.0,2021
Kévin Soni,Attack,22,183,3,250000.0,300000.0,10.0,3,3.0,0.0,0,0.0,0.0,0,0.0,0,0.3125,66.0,2021
Frédéric Guilbert,Defender,25,178,1,8000000.0,9000000.0,0.0,1900,82.6086956521739,0.0869565217391304,2,0.0010526315789473,0.0,0,0.0,7,0.2121212121212121,76.0,2021
Rodrigo Bentancur,Midfield,23,187,4,43333333.33333333,50000000.0,107.0,2377,69.91176470588235,0.2058823529411764,7,0.0029448885149347,0.0294117647058823,1,0.0004206983592763,12,0.7142857142857143,79.0,2021
Khiry Shelton,Attack,27,191,2,450000.0,500000.0,0.0,71,17.75,0.0,0,0.0,0.0,0,0.0,0,0.1388888888888889,64.0,2021
Tachi,Midfield,22,184,3,933333.3333333331,1000000.0,0.0,133,33.25,0.0,0,0.0,0.0,0,0.0,0,0.2727272727272727,63.0,2021
Mounir Chouiar,Attack,21,177,5,6400000.0,8000000.0,0.0,1514,75.7,0.0,0,0.0,0.2,4,0.0026420079260237,5,0.25,73.0,2021
Arnaut Danjuma,Attack,23,178,1,10750000.0,12000000.0,0.0,476,43.27272727272727,0.0,0,0.0,0.0,0,0.0,0,0.2424242424242424,75.0,2021
Cristian Romero,Defender,22,185,4,14250000.0,15000000.0,0.0,2440,90.37037037037037,0.074074074074074,2,0.0008196721311475,0.0,0,0.0,11,0.25,73.0,2021
Suleiman Abdullahi,Attack,23,185,2,1600000.0,1800000.0,5.0,153,25.5,0.0,0,0.0,0.1666666666666666,1,0.0065359477124183,1,0.3947368421052631,70.0,2021
Gautier Larsonneur,Goalkeeper,23,181,5,6250000.0,7000000.0,0.0,2398,88.81481481481481,0.0,0,0.0,0.0,0,0.0,2,0.2857142857142857,77.0,2021
Faitout Maouassa,Defender,21,170,5,8500000.0,9000000.0,33.0,2152,79.70370370370371,0.074074074074074,2,0.0009293680297397,0.1111111111111111,3,0.0013940520446096,4,0.4571428571428571,77.0,2021
Alban Lafont,Goalkeeper,21,196,5,11666666.666666666,12000000.0,0.0,2430,90.0,0.0,0,0.0,0.0,0,0.0,3,0.3928571428571428,78.0,2021
Ibrahima Konaté,Defender,21,194,2,42750000.0,45000000.0,83.0,771,70.0909090909091,0.0,0,0.0,0.0,0,0.0,3,0.5555555555555556,78.0,2021
Diogo Dalot,Defender,21,183,1,19000000.0,20000000.0,105.0,578,52.54545454545455,0.0,0,0.0,0.0909090909090909,1,0.0017301038062283,1,0.5217391304347826,76.0,2021
Rúben Vinagre,Defender,21,174,1,9666666.666666666,10000000.0,16.0,1334,51.30769230769231,0.0,0,0.0,0.0384615384615384,1,0.0007496251874062,1,0.4791666666666667,74.0,2021
Rafael Leão,Attack,21,188,4,21333333.333333332,22000000.0,38.0,1173,46.92,0.08,2,0.0017050298380221,0.12,3,0.0025575447570332,0,0.4375,74.0,2021
Alessandro Tripaldelli,Defender,21,182,4,475000.0,500000.0,0.0,193,64.33333333333333,0.0,0,0.0,0.0,0,0.0,0,0.3333333333333333,60.0,2021
Dušan Vlahović,Attack,20,190,4,10750000.0,18000000.0,0.0,1576,56.285714285714285,0.0714285714285714,2,0.0012690355329949,0.2857142857142857,8,0.0050761421319796,5,0.3125,70.0,2021
Mark Travers,Goalkeeper,21,191,1,250000.0,250000.0,0.0,270,90.0,0.0,0,0.0,0.0,0,0.0,0,0.2424242424242424,66.0,2021
Declan Rice,Midfield,21,188,1,51500000.0,55000000.0,21.0,2970,90.0,0.0606060606060606,2,0.0006734006734006,0.0,0,0.0,5,0.2424242424242424,79.0,2021
Pablo Fornals,Midfield,24,178,1,19333333.333333332,22000000.0,21.0,1681,54.2258064516129,0.1935483870967741,6,0.0035693039857227,0.096774193548387,3,0.0017846519928613,3,0.2424242424242424,79.0,2021
Raoul Bellanova,Midfield,20,188,5,950000.0,1000000.0,6.0,63,63.0,0.0,0,0.0,0.0,0,0.0,0,0.3214285714285714,68.0,2021
Chidozie Awaziem,Defender,23,189,3,3833333.333333333,5000000.0,0.0,2193,84.34615384615384,0.0,0,0.0,0.0,0,0.0,11,0.2162162162162162,73.0,2021
André Pereira,Attack,25,188,3,1800000.0,2000000.0,0.0,925,51.388888888888886,0.1111111111111111,2,0.0021621621621621,0.1666666666666666,3,0.0032432432432432,2,0.75,71.0,2021
Joseph Aidoo,Defender,24,181,3,7500000.0,8000000.0,0.0,2350,78.33333333333333,0.0333333333333333,1,0.0004255319148936,0.0,0,0.0,4,0.25,74.0,2021
Dennis Jastrzembski,Attack,20,180,2,475000.0,500000.0,0.0,174,29.0,0.1666666666666666,1,0.0057471264367816,0.0,0,0.0,0,0.1388888888888889,67.0,2021
Mitchel Bakker,Midfield,20,185,5,725000.0,1000000.0,112.0,90,90.0,0.0,0,0.0,0.0,0,0.0,1,0.8055555555555556,69.0,2021
Ozan Kabak,Defender,20,187,2,27666666.666666664,32000000.0,0.0,1939,69.25,0.0357142857142857,1,0.000515729757607,0.1071428571428571,3,0.001547189272821,4,0.3157894736842105,77.0,2021
Nayef Aguerd,Defender,24,190,5,2800000.0,3000000.0,0.0,1048,87.33333333333333,0.0,0,0.0,0.0833333333333333,1,0.0009541984732824,2,0.25,67.0,2021
Gabriel Jesus,Attack,23,175,1,63000000.0,70000000.0,134.0,2254,60.91891891891892,0.2702702702702702,10,0.0044365572315882,0.4594594594594594,17,0.0075421472937,2,0.6976744186046512,83.0,2021
Georgi Tunjov,Midfield,19,186,4,375000.0,400000.0,0.0,118,29.5,0.0,0,0.0,0.0,0,0.0,0,0.2258064516129032,56.0,2021
Moise Kean,Attack,20,183,1,28333333.333333332,32000000.0,3.0,713,28.52,0.08,2,0.002805049088359,0.04,1,0.0014025245441795,1,0.34375,74.0,2021
Sidy Sarr,Midfield,24,196,5,1866666.6666666665,2000000.0,0.0,1159,52.68181818181818,0.0909090909090909,2,0.0017256255392579,0.0,0,0.0,6,0.25,69.0,2021
Moussa Koné,Attack,23,175,5,3150000.0,3500000.0,0.0,327,46.71428571428572,0.1428571428571428,1,0.0030581039755351,0.4285714285714285,3,0.0091743119266055,0,0.25,68.0,2021
Moussa Wagué,Defender,21,167,5,7100000.0,7500000.0,9.0,379,47.375,0.25,2,0.0052770448548812,0.0,0,0.0,0,0.3928571428571428,72.0,2021
Fousseni Diabaté,Attack,24,175,5,2500000.0,2800000.0,0.0,1197,59.85,0.15,3,0.0025062656641604,0.05,1,0.0008354218880534,3,0.1428571428571428,71.0,2021
Thierry Correia,Defender,21,176,3,3900000.0,6000000.0,40.0,860,86.0,0.0,0,0.0,0.0,0,0.0,2,0.3863636363636363,72.0,2021
Riccardo Orsolini,Attack,23,183,4,21250000.0,25000000.0,0.0,2333,77.76666666666667,0.2,6,0.0025717959708529,0.3,9,0.0038576939562794,3,0.3666666666666666,75.0,2021
Torben Müsel,Midfield,20,185,2,337500.0,350000.0,21.0,1,1.0,0.0,0,0.0,0.0,0,0.0,0,0.5476190476190477,62.0,2021
Federico Valverde,Midfield,21,182,3,54666666.666666664,60000000.0,124.0,2417,65.32432432432432,0.1351351351351351,5,0.0020686801820438,0.054054054054054,2,0.0008274720728175,4,0.6363636363636364,83.0,2021
Julian Ryerson,Defender,22,183,2,450000.0,500000.0,5.0,538,31.647058823529413,0.0588235294117647,1,0.0018587360594795,0.0,0,0.0,2,0.3947368421052631,67.0,2021
Timothy Weah,Midfield,20,183,5,7733333.333333333,8000000.0,30.0,84,28.0,0.0,0,0.0,0.0,0,0.0,1,0.4411764705882353,68.0,2021
Stanley Nsoki,Defender,21,184,5,11000000.0,12000000.0,9.0,1272,74.82352941176471,0.0588235294117647,1,0.0007861635220125,0.0,0,0.0,3,0.3928571428571428,73.0,2021
Myziane Maolida,Attack,21,182,5,7600000.0,8000000.0,9.0,670,37.22222222222222,0.1111111111111111,2,0.0029850746268656,0.0555555555555555,1,0.0014925373134328,0,0.3928571428571428,69.0,2021
Evan Ndicka,Defender,20,192,2,22375000.0,25000000.0,61.0,2624,82.0,0.0625,2,0.0007621951219512,0.0625,2,0.0007621951219512,4,0.4716981132075472,74.0,2021
